code,name,unit_amount,price,maker,release_day
EOU054,ミルキーコーヒー牛乳,850ml,950, 株式会社 パバロッティ化学,平成21年08月
HOS055,高級コーヒー牛乳,500ml,"1,520", いで製糖 株式会社,平成21年02月
PQZ056,熟成コーヒー,1200ml,"1,130",ダイヤモンド産業 株式会社,平成19年11月
BHQ057,極旨バター,300g,"1,610",株式会社 トロピカーナ食品工業,平成18年09月
DFM058,ミルキーバター,400g,"1,740",みやじフード 株式会社,平成12年05月
FJW059,極上オリーブオイル,350ml,"1,260",サヴァラン産業 株式会社,平成12年08月
AHJ060,からだよろこぶ牛乳,950ml,"1,010", 株式会社 クルミパンバイオ,平成19年09月
HPZ061,健やか塩,600g,920,池田ケミカル 株式会社,平成20年06月
FRW062,ヘルシー粉チーズ,1000g,"1,330",保坂水産 株式会社,平成20年04月
MXY063,料理用ジャム,850g,490,ベニェ化学 株式会社,平成21年09月
JTW064,大自然の緑茶,750ml,"1,160", キムラフード 株式会社,平成13年01月
EIO065,ミルキーコーヒー,950ml,"1,790",株式会社 岡田乳業,平成17年12月
DJQ066,エクストラコーヒー,700ml,"1,530", 株式会社 エメラルド食品,平成22年05月
NQY067,徳用チーズ,400g,"1,410", キプフェル化学 株式会社,平成16年08月
ASY068,天然塩,350g,890,ノナカフード 株式会社,平成14年07月
BGK069,大自然がくれたお茶,1000ml,"1,770",野中乳業 株式会社,平成18年04月
CGU070,健やかお酢,1100ml,"1,420",株式会社 ドリームランド・ニューハイブリットオレンジ化学,平成20年06月
DFN071,健やか紅茶,400ml,810, ナカジマ乳業 株式会社,平成14年09月
QRT072,徳用バター,900g,990, 株式会社 ダイヤモンド製糖,平成15年08月
AGK073,大自然がくれたガーリック,750g,"1,000",株式会社 須田・梅田バイオ,平成13年03月
AGW074,からだにやさしいウーロン茶,1050ml,400,みやじフード 株式会社,平成13年10月
AOW075,最高級コーヒー,400ml,400, 大竹食品工業 株式会社,平成17年01月
FMS076,エクストラコーヒー牛乳,650ml,330,株式会社 いでバイオ,平成14年03月
DIW077,オリジナルバター,350g,"1,710",高見乳業 株式会社,平成17年12月
RSV078,今までなかった豆乳,750ml,300,株式会社 宮地食品工業,平成13年11月
HKR079,みんなのウーロン茶,700ml,"1,230",ドリームランド・トロピカーナ食品 株式会社,平成12年09月
CQS080,高級豆乳,450ml,710,株式会社 後藤食品工業,平成18年07月
HUY081,オリジナルオリーブオイル,350ml,360,アクアマリンケミカル 株式会社,平成20年01月
GIS082,極旨緑茶,900ml,490,株式会社 おおたけ食品工業,平成12年09月
FKR083,天然スライスチーズ,750g,370, 中島フード 株式会社,平成22年02月
DJW084,奇跡のジャム,700g,980, 株式会社 シルラミドア化学,平成16年10月
KPR085,健やかチョコレート,850g,850, トネＩＢＳフード 株式会社,平成17年08月
PSV086,今までなかった塩,400g,"1,790", 株式会社 大津ケミカル,平成12年02月
LMN087,ミルキーコーヒー,400ml,"1,440", かりの産業 株式会社,平成21年06月
JKU088,健やか塩,700g,700, 株式会社 早坂乳業,平成12年06月
QTV089,純正抹茶,1050ml,"1,670",ドリームランド・ニューハイブリットオレンジフード 株式会社,平成13年07月
NVZ090,徳用ジャム,750g,"1,250", 株式会社 ルビー乳業,平成16年01月
AEM091,極旨豆乳,900ml,"1,140",株式会社 オパール乳業,平成21年03月
AIQ092,奇跡のマーガリン,700g,740, 株式会社 ベニェ化学,平成19年09月
GOX093,おいしいジャム,600g,700,株式会社 ノバゼンブラ水産,平成13年01月
ILU094,からだよろこぶガーリック,850g,550,株式会社 みやじ食品工業,平成20年07月
AUV095,純正抹茶,1050ml,"1,770", 後藤乳業 株式会社,平成17年07月
HMW096,熟成粉チーズ,1200g,550,オパール乳業 株式会社,平成15年07月
BFG097,徳用チョコレート,350g,730,株式会社 うめだボトリング,平成19年12月
FLX098,大自然のスライスチーズ,1150g,"1,110",株式会社 パン・オー・ルヴァン食品工業,平成17年05月
BCK099,みんなのバター,1100g,"1,490",ババ水産 株式会社,平成19年08月
CIV100,からだにやさしい粉チーズ,800g,"1,530", 井出水産 株式会社,平成22年08月
GIT101,プレミアム塩,500g,"1,530", プリンセスマーガレット乳業 株式会社,平成22年12月
KVW102,今までなかった粉チーズ,400g,"1,530", アサガオフード 株式会社,平成18年05月
JKN103,エクストラお茶,450ml,520, 株式会社 ベリサーブ産業,平成14年07月
GIJ104,みんなのバター,1150g,360,アケビ水産 株式会社,平成14年01月
NQY105,徳用スライスチーズ,1000g,"1,060",株式会社 テックファー乳業,平成13年09月
ADU106,極上チョコレート,1100g,"1,650",中島ケミカル 株式会社,平成17年08月
ACN107,からだにやさしい抹茶,1200ml,"1,770", 株式会社 トガノ食品工業,平成17年01月
BDV108,熟成ジャム,750g,860,なかじま食品工業 株式会社,平成18年12月
DGO109,健やか緑茶,650ml,"1,680",株式会社 バタールバイオ,平成17年12月
NRX110,大自然の紅茶,900ml,"1,420", もも・サザンカバイオ 株式会社,平成13年05月
KMT111,大自然がくれたコーヒー牛乳,1200ml,"1,310",ネットイヤーバイオ 株式会社,平成21年05月
DWX112,最高級マーガリン,800g,"1,100", シコンノボタン乳業 株式会社,平成13年07月
BLR113,デラックスオリーブオイル,750ml,320,シルキツドファイン・ロベルタダフィオーレ水産 株式会社,平成16年09月
HLY114,デリシャスミネラルウォーター,950ml,640,コネクトケミカル 株式会社,平成18年05月
DMW115,おいしい牛乳,1150ml,"1,510", 株式会社 みつはしフード,平成15年03月
HOX116,ミルキーウーロン茶,800ml,650,コットンコナファインケミカル 株式会社,平成14年03月
CDE117,奇跡のコーヒー,850ml,"1,740",株式会社 ビリングシス食品工業,平成21年10月
MXZ118,フレッシュガーリック,1200g,480, 株式会社 なかじま乳業,平成22年06月
HNS119,オリジナルチーズ,900g,"1,580", 株式会社 アキニレサイエンス,平成20年09月
BEN120,高級お酢,750ml,640, 大沼製糖 株式会社,平成18年02月
PQW121,料理用豆乳,900ml,"1,520", 株式会社 アルパカシルクフード,平成21年09月
JLT122,健康コーヒー,450ml,"1,270",シャロームサイエンス 株式会社,平成14年07月
KSZ123,極旨コーヒー,300ml,590,株式会社 クーペ製糖,平成21年06月
DLZ124,天然マーガリン,650g,300, パン・ド・ドウ・リーブルフード 株式会社,平成12年11月
MRZ125,純正ミネラルウォーター,800ml,"1,270", 株式会社 ミューガイア乳業,平成16年04月
CDX126,ヘルシーチーズ,500g,570,株式会社 下山・しもやまケミカル,平成15年11月
RTZ127,からだよろこぶ牛乳,400ml,750,シクラメンフード 株式会社,平成17年08月
OPW128,健康紅茶,1100ml,"1,530", サラベルナール食品 株式会社,平成16年01月
AMQ129,おいしいお酢,1100ml,"1,440",株式会社 アルパカシルク化学工業,平成19年11月
DGM130,デラックスミネラルウォーター,1100ml,400,ロベルタフロリアン乳業 株式会社,平成17年06月
OVX131,デリシャスミネラルウォーター,500ml,"1,220",株式会社 マクシミル水産,平成12年01月
BEL132,健康チーズ,400g,"1,770",エピ乳業 株式会社,平成17年04月
CKY133,極旨牛乳,500ml,"1,400", 株式会社 アルパカリミスト・アルパピマフード,平成15年03月
AKY134,みんなの塩,1100g,800,株式会社 グロリオサ化学工業,平成17年06月
JPV135,健康ミネラルウォーター,300ml,"1,350", マクシミル水産 株式会社,平成12年01月
FGH136,エクストラチーズ,850g,"1,160",ベリサーブ食品 株式会社,平成15年04月
CIQ137,フレッシュ豆乳,800ml,710, シャローム化学 株式会社,平成20年09月
EFK138,デラックスウーロン茶,400ml,710, 株式会社 グロリオサフード,平成21年01月
GHL139,プレミアムオリーブオイル,600ml,"1,280",株式会社 サルビア産業,平成21年07月
CGZ140,ヘルシーチョコレート,350g,430,株式会社 ザゼンソウ乳業,平成20年10月
HOX141,プレミアムチーズ,750g,600,株式会社 フィセルバイオ,平成16年12月
JLO142,徳用オリーブオイル,1050ml,440, 株式会社 ヨークツィード食品工業,平成15年01月
HOP143,ミルキーガーリック,1200g,380,株式会社 もも化成,平成22年12月
TWZ144,健やかバター,350g,870,クーペ製糖 株式会社,平成16年07月
RXZ145,オリジナルジャム,1150g,"1,650",株式会社 サツキ産業,平成20年04月
AFG146,今までなかった塩,300g,920,株式会社 モヘマルティ食品工業,平成12年05月
EIW147,フレッシュスライスチーズ,300g,460,モヘマルティ乳業 株式会社,平成15年12月
DEL148,みんなの粉チーズ,600g,750,アクセルマー水産 株式会社,平成15年08月
GKM149,最高級ミネラルウォーター,500ml,870,株式会社 ミューガイア食品工業,平成16年05月
FGU150,高級塩,650g,"1,650",ミツハシフード 株式会社,平成13年07月
AOX151,デリシャスガーリック,900g,710,ロベルタフロリアン水産 株式会社,平成18年07月
BCQ152,プレミアム牛乳,650ml,660, たかはらバイオ 株式会社,平成22年02月
EJT153,健康抹茶,850ml,440, 下山・おおぬま食品工業 株式会社,平成22年11月
AHQ154,ミルキー塩,350g,510,コットンコナファイン水産 株式会社,平成20年12月
CLX155,大自然のお酢,450ml,640, 株式会社 ファイン化学,平成21年10月
GHW156,健やかチーズ,1050g,"1,380",大沼フード 株式会社,平成18年10月
BOW157,からだよろこぶ緑茶,650ml,"1,460",ミツハシ乳業 株式会社,平成16年06月
BQT158,純正バター,950g,"1,080",株式会社 みつはしフード,平成14年07月
DST159,大自然の粉チーズ,1200g,990, オペラサイエンス 株式会社,平成15年11月
AJL160,熟成ウーロン茶,1000ml,"1,710",ロベルタダフィオーレフード 株式会社,平成21年02月
MWZ161,天然マーガリン,400g,320,エピフード 株式会社,平成21年08月
PTY162,極旨緑茶,1000ml,"1,770",株式会社 アケビ水産,平成13年11月
ITV163,最高級チーズ,550g,690,ミツハシケミカル 株式会社,平成17年09月
ANV164,デラックス塩,600g,720,ライオンズ・ネットイヤー食品工業 株式会社,平成16年01月
CUV165,エクストラ牛乳,950ml,"1,030", やまさき産業 株式会社,平成21年07月
FOQ166,大自然がくれたチーズ,550g,"1,180",あきぐみ・あきたすぎ水産 株式会社,平成22年12月
JKU167,高級バター,700g,"1,110",株式会社 フェスティバマキシマフード,平成16年03月
PRW168,からだよろこぶマーガリン,600g,710, 株式会社 シコンノボタンケミカル,平成12年09月
HKP169,デラックスお酢,900ml,820, 株式会社 サラベルナールケミカル,平成14年10月
GRU170,デラックスバター,700g,"1,530", フェスティバマキシマ乳業 株式会社,平成18年06月
RTU171,フレッシュミネラルウォーター,800ml,800,株式会社 ヤマサキフード,平成18年02月
DRZ172,料理用ジャム,550g,"1,450",株式会社 クーペ乳業,平成22年02月
BXY173,奇跡のウーロン茶,800ml,790,株式会社 やまさき食品工業,平成19年10月
COR174,健やか牛乳,1100ml,980,株式会社 パン・ド・ミー乳業,平成20年11月
FKO175,最高級オリーブオイル,850ml,"1,250",株式会社 中島食品工業,平成22年01月
BFL176,純正コーヒー牛乳,400ml,"1,320",バタール食品工業 株式会社,平成17年03月
CGP177,今までなかったオリーブオイル,400ml,"1,370",やまだ食品工業 株式会社,平成22年07月
PSV178,おいしい豆乳,1150ml,"1,500",コア冷凍食品 株式会社,平成15年11月
BMR179,極旨バター,900g,"1,360", 株式会社 エム・ピー製糖,平成15年06月
HIT180,極上紅茶,1200ml,300,エム・ピーケミカル 株式会社,平成15年08月
IMV181,フレッシュ塩,300g,"1,350",株式会社 ローザグリーン・サラベルナールケミカル,平成20年12月
HMR182,最高級ミネラルウォーター,300ml,"1,590",ビリングシスフード 株式会社,平成15年03月
DEF183,高級チョコレート,900g,310,株式会社 サルビア化学,平成16年07月
GXY184,大自然のお茶,700ml,930,株式会社 コットンコナファイン食品,平成14年04月
GJO185,デラックス抹茶,500ml,500, 株式会社 アラビスバイオ,平成15年09月
JMN186,健やかスライスチーズ,800g,450,株式会社 サザンカ水産,平成13年10月
IKO187,おいしいお茶,600ml,"1,510",株式会社 オフィス・オペラ製糖,平成20年06月
GTY188,高級バター,300g,"1,030", ミューガイア乳業 株式会社,平成17年08月
ELX189,おいしいジャム,500g,610,おおぬま乳業 株式会社,平成19年07月
HTW190,エクストラ豆乳,750ml,"1,710", 株式会社 コットンコナファイン水産,平成14年08月
CEN191,エクストラガーリック,650g,610,シルキツドファイン・アルパカリミスト乳業 株式会社,平成14年01月
PUX192,高級抹茶,850ml,"1,390",あけぼの化学 株式会社,平成15年12月
HNY193,熟成紅茶,600ml,530, 株式会社 ロベルタダフィオーレ化学,平成13年03月
JLQ194,ミルキー牛乳,800ml,950, 株式会社 ヤマダボトリング,平成20年07月
ABS195,最高級オリーブオイル,1050ml,"1,580", シクラメン化学 株式会社,平成20年03月
FKY196,おいしい緑茶,550ml,480,株式会社 エグリックス産業,平成12年03月
FPU197,極旨ウーロン茶,850ml,300, 株式会社 しもやま・高原食品工業,平成13年12月
IKU198,大自然がくれたスライスチーズ,600g,"1,400",株式会社 シクラメン化学,平成19年06月
WXZ199,大自然がくれたチョコレート,1150g,"1,670",株式会社 サラベルナール食品工業,平成16年11月
BHY200,今までなかったオリーブオイル,750ml,490, 株式会社 ビリングシス乳業,平成16年01月
AKT201,みんなのガーリック,750g,"1,260", ブラックパール・ランディーニ食品工業 株式会社,平成18年11月
UWY202,からだにやさしい粉チーズ,350g,"1,290", 株式会社 チャービル化学工業,平成21年01月
DNZ203,極上豆乳,300ml,480,株式会社 菊地冷凍食品,平成18年12月
ABH204,熟成マーガリン,350g,"1,280", 株式会社 藤沢化学工業,平成14年07月
VYZ205,極旨スライスチーズ,350g,670,株式会社 ユナイテッド食品,平成13年05月
TUV206,今までなかったコーヒー,1050ml,550,ファインケミカル 株式会社,平成16年04月
BXZ207,からだよろこぶオリーブオイル,950ml,"1,500",株式会社 松尾水産,平成12年08月
LOV208,おいしいコーヒー牛乳,1100ml,600,株式会社 おおい化学,平成21年03月
BFS209,プレミアムお酢,700ml,730, チャービル製糖 株式会社,平成12年07月
BKZ210,大自然がくれた紅茶,550ml,980, 株式会社 落合乳業,平成20年07月
GSU211,純正ウーロン茶,1100ml,"1,270",ゲッケイジュ・ローズマリー食品工業 株式会社,平成20年01月
EOQ212,最高級ジャム,850g,440,株式会社 アレグラアンナ乳業,平成16年05月
DKQ213,フレッシュチーズ,1200g,"1,090", アルパカシルク製糖 株式会社,平成17年09月
BFV214,健康ミネラルウォーター,1000ml,720,落合食品工業 株式会社,平成14年07月
DOT215,大自然の牛乳,300ml,"1,450", ストロング・ユナイテッドケミカル 株式会社,平成15年03月
LUZ216,デリシャス緑茶,350ml,350, 株式会社 ココパラディソ食品工業,平成22年05月
CEG217,奇跡のお茶,650ml,"1,580",アレグラアンナ食品工業 株式会社,平成12年03月
GHM218,ミルキーチョコレート,850g,410, 株式会社 川畑食品工業,平成14年09月
CHI219,徳用塩,1050g,"1,080", 松尾化成工業 株式会社,平成18年07月
GJN220,高級抹茶,900ml,730,はやしだ水産 株式会社,平成12年06月
SUW221,オリジナルバター,600g,830,株式会社 レイクミシガン乳業,平成12年09月
SWY222,ヘルシーコーヒー,1000ml,"1,720", 矢島・やじま化学 株式会社,平成21年12月
DET223,エクストラマーガリン,450g,"1,350", 大井製糖 株式会社,平成22年02月
AFJ224,天然抹茶,1050ml,"1,490",株式会社 リド・リベラケミカル,平成14年06月
BDE225,デラックスコーヒー,750ml,"1,260",やじま・大原食品化工 株式会社,平成19年07月
ITW226,健やかジャム,350g,550,株式会社 アスペンアズーロバイオ,平成15年04月
CLU227,料理用緑茶,1150ml,940,ココグランド乳業 株式会社,平成17年07月
FMX228,ヘルシースライスチーズ,1150g,420, 株式会社 ファイン冷凍食品,平成20年09月
BKP229,デリシャス抹茶,1100ml,"1,530",株式会社 ゴールデンピンクサイエンス,平成18年12月
GPT230,大自然のチョコレート,1100g,"1,150",イデイアヌエ製糖 株式会社,平成16年10月
FGR231,今までなかった紅茶,900ml,"1,020",株式会社 パピー二ューフード,平成15年09月
MRY232,エクストラガーリック,1200g,"1,400",フクナガ水産 株式会社,平成21年08月
CDY233,からだにやさしい粉チーズ,1150g,"1,670",株式会社 ノムラフード,平成20年10月
MOS234,ヘルシーお酢,600ml,830, ルシック・ルレーブ食品工業 株式会社,平成13年06月
KVZ235,天然チョコレート,300g,"1,310",株式会社 ノムラケミカル,平成12年02月
FGV236,徳用紅茶,500ml,"1,210", ハヤシダ水産 株式会社,平成12年07月
FMR237,最高級チョコレート,900g,"1,780",ルシック・ルレーブ水産 株式会社,平成14年10月
EVX238,極上バター,550g,850, 株式会社 林田製糖,平成14年08月
AFP239,ミルキーオリーブオイル,550ml,310,アルーラアルマダケミカル 株式会社,平成14年10月
NXY240,熟成お酢,750ml,"1,510", タイヨー食品 株式会社,平成22年08月
GQY241,大自然がくれたマーガリン,1200g,420,横井ケミカル 株式会社,平成12年07月
GIK242,大自然がくれたコーヒー,1050ml,340, 株式会社 ココグランド化学,平成22年05月
BDY243,みんなのバター,850g,430, 株式会社 アぺリオレッド産業,平成19年08月
ACR244,料理用お酢,450ml,380,株式会社 スターズケミカル,平成15年01月
JTW245,からだよろこぶお酢,1000ml,"1,220",ゲッケイジュ製糖 株式会社,平成18年10月
BFH246,デラックス紅茶,800ml,"1,510", 株式会社 ウェストランド乳業,平成18年03月
HNR247,天然ウーロン茶,1050ml,"1,430", 株式会社 チャービル製糖,平成16年01月
BKX248,高級紅茶,350ml,320, ノムラフード 株式会社,平成17年03月
DGQ249,みんなのお酢,1200ml,"1,740",株式会社 パピー二ュー化学工業,平成13年06月
BVX250,エクストラオリーブオイル,1050ml,680, 株式会社 島化学工業,平成17年01月
CWX251,大自然がくれた緑茶,850ml,850,株式会社 新井ケミカル,平成21年03月
FSU252,熟成紅茶,750ml,"1,370",ココアバンティ水産 株式会社,平成13年10月
DEJ253,健康スライスチーズ,700g,"1,030",株式会社 ノザキ化学工業,平成18年02月
BEL254,ヘルシーチョコレート,1200g,"1,460",株式会社 藤沢化学工業,平成18年11月
DEL255,最高級チョコレート,500g,330,株式会社 ゲッケイジュ食品,平成15年09月
JWY256,大自然のスライスチーズ,1100g,"1,470",株式会社 リド・リベラ化学工業,平成16年10月
AHM257,純正牛乳,900ml,820,トネＩＢＳフード 株式会社,平成22年03月
DGO258,デリシャス塩,800g,530,ゴールデンピンクケミカル 株式会社,平成15年12月
BQT259,からだにやさしいコーヒー牛乳,700ml,"1,460", おおい水産 株式会社,平成21年06月
KMO260,大自然のスライスチーズ,600g,310,株式会社 菊地フード,平成21年03月
AMP261,からだにやさしいお茶,850ml,330,株式会社 福永ケミカル,平成12年02月
FIZ262,みんなのお酢,1050ml,710,株式会社 ディンプル化学,平成18年04月
EWZ263,からだにやさしいマーガリン,850g,"1,400",はやしだ水産 株式会社,平成13年03月
BCF264,フレッシュコーヒー牛乳,650ml,920,株式会社 ロベルタダフィオーレ化学,平成14年09月
AMN265,大自然のお酢,1150ml,"1,040", 株式会社 ふじさわ食品工業,平成13年07月
AIR266,料理用コーヒー牛乳,450ml,410, ヒペリカム・グリーンコンドル水産 株式会社,平成15年11月
ANT267,デリシャス抹茶,300ml,"1,430",株式会社 ふじさわ水産,平成15年05月
BCI268,大自然の粉チーズ,800g,"1,120",株式会社 アスペンアズーロ乳業,平成14年03月
EUW269,熟成オリーブオイル,850ml,410,株式会社 野村化学,平成20年09月
BGN270,フレッシュジャム,550g,970, 株式会社 レイクミシガン食品工業,平成20年10月
EOZ271,大自然の紅茶,900ml,790,大井化学工業 株式会社,平成14年05月
AKL272,からだにやさしい抹茶,700ml,850, アスペンアズーロ・アレグラアンナケミカル 株式会社,平成13年09月
HMT273,健やかオリーブオイル,500ml,580,まつおボトリング 株式会社,平成18年12月
BCE274,健やかお茶,850ml,440,パピー二ュー水産 株式会社,平成15年06月
GOS275,プレミアムウーロン茶,1050ml,"1,040", 島化学 株式会社,平成12年05月
CMU276,極上スライスチーズ,900g,830,株式会社 ココパラディソ乳業,平成18年01月
DKP277,大自然がくれたコーヒー牛乳,300ml,480, 株式会社 のざきフード,平成13年11月
RYZ278,熟成ミネラルウォーター,850ml,"1,390",リド・リベラ乳業 株式会社,平成18年02月
FQS279,今までなかったジャム,350g,930, 株式会社 ランディーニ化学,平成13年10月
CJT280,みんなの牛乳,750ml,940,株式会社 タイヨー冷凍食品,平成13年07月
GSY281,料理用チョコレート,300g,460,ノザキ産業 株式会社,平成15年08月
CMS282,プレミアムウーロン茶,1150ml,"1,180",株式会社 アバランジェ食品,平成18年10月
GLW283,極旨抹茶,700ml,"1,180",株式会社 菊地水産,平成14年09月
CJS284,健やか牛乳,450ml,500,きはら化成工業 株式会社,平成22年12月
CDM285,今までなかった牛乳,350ml,830,株式会社 林田ケミカル,平成22年08月
FRT286,大自然がくれたウーロン茶,900ml,880, 株式会社 シマ食品,平成21年04月
CPS287,プレミアム牛乳,750ml,"1,710",アルーラアルマダ化学 株式会社,平成16年10月
EFX288,オリジナルお茶,900ml,"1,450", 株式会社 しまバイオ,平成15年03月
DPR289,純正ミネラルウォーター,800ml,"1,020",ルシック・ルレーブ食品工業 株式会社,平成21年01月
NOZ290,ヘルシー塩,700g,910,株式会社 おおはら製糖,平成18年01月
JSX291,健やかウーロン茶,950ml,"1,380", 株式会社 のざき製糖,平成19年08月
HLN292,今までなかったジャム,900g,"1,530",株式会社 ココグランドケミカル,平成12年06月
LTU293,プレミアムチーズ,750g,980,島サイエンス 株式会社,平成12年08月
GOZ294,デラックスお酢,550ml,990,株式会社 アルパピマ・パピー二ューケミカル,平成22年06月
GOZ295,極旨オリーブオイル,1150ml,420,ツツミ化学 株式会社,平成21年07月
AMV296,ヘルシー塩,400g,790,株式会社 つつみ化学,平成13年01月
FIQ297,純正お茶,500ml,960,株式会社 フジサワ水産,平成12年12月
JMZ298,料理用バター,800g,"1,460",大井化学 株式会社,平成19年10月
CKL299,からだにやさしいウーロン茶,1200ml,830, 株式会社 ココグランド水産,平成20年11月
FRU300,ミルキーチーズ,300g,"1,050",株式会社 ディンプル産業,平成21年12月
